Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
0,298.6,310.1,1444,48.1,39
0,303.5,312.6,1642,29.4,18
-1,302.9,312.3,1578,36.3,141
-1,297.8,307.5,1372,54.1,157
1,299.9,311.4,1497,37.0,162
1,297.7,309.7,1570,35.8,160
0,302.5,311.4,1629,31.7,225
-1,297.9,309.1,1543,36.6,20
-1,298.9,310.1,1571,36.8,78
-1,298.2,309.0,1780,29.3,91
-1,296.9,307.9,1359,56.5,110
0,297.2,308.3,1794,27.5,38
1,300.1,311.6,1674,29.6,85
-1,295.6,306.2,1446,49.9,133
-1,303.5,311.7,1959,22.3,157
-1,302.3,311.2,1386,53.5,59
0,299.2,310.4,1395,55.4,76
-1,297.4,308.7,1638,31.9,131
-1,301.6,310.5,1809,25.5,40
-1,301.9,311.1,1448,46.3,14
0,303.5,313.0,1403,51.9,77
-1,297.4,308.8,1353,49.4,188
0,299.1,310.2,1711,28.1,17
-1,302.6,311.0,2001,20.7,137
0,299.2,310.0,1349,50.4,226
-1,302.2,311.3,1554,40.2,118
-1,299.8,311.2,1564,40.0,172
-1,299.2,308.4,1877,23.9,4
0,302.6,311.4,1718,31.2,154
-1,299.2,308.5,1370,52.4,61
0,298.3,309.6,1681,27.1,194
-1,297.2,307.9,1326,75.4,172
-1,299.3,309.1,1399,52.1,27
0,298.8,310.6,1640,33.8,9
0,301.7,310.6,1417,45.2,185
-1,304.0,313.2,1416,46.0,128
-1,296.3,307.4,1760,28.4,56
-1,303.1,311.4,1829,24.5,159
0,300.7,310.6,1488,39.2,189
-1,300.9,310.9,1995,20.2,105
-1,300.1,310.4,1554,39.4,115
-1,302.2,311.9,1596,38.0,156
0,298.8,309.9,1331,61.6,46
-1,301.2,311.0,1544,39.3,217
1,298.0,307.4,1606,35.2,195
0,301.0,310.1,1681,27.4,212
-1,304.0,313.2,1314,47.1,144
-1,298.3,308.4,1408,43.1,177
-1,300.4,311.2,1705,28.7,20
-1,302.0,310.4,1464,47.2,159
-1,302.8,312.4,1392,46.2,70
-1,301.6,310.9,1538,40.4,13
-1,298.8,308.6,1631,32.4,38
0,300.6,310.6,1427,52.8,75
-1,302.6,311.0,1620,36.2,139
-1,303.5,311.7,1620,31.0,141
-1,300.8,309.7,1461,44.3,158
-1,300.0,311.0,1637,33.6,181
-1,300.5,309.7,1395,61.0,157
-1,299.2,308.7,1514,41.9,196
1,299.0,310.5,1336,56.8,136
-1,303.1,311.1,1854,22.6,19
-1,300.9,311.2,1789,25.5,114
1,298.2,309.0,1371,55.7,23
-1,298.3,308.6,1499,38.3,142
-1,298.0,308.9,1508,37.1,92
-1,297.2,308.3,1576,35.3,113
0,298.8,310.1,1585,31.3,147
-1,299.2,308.5,1438,46.6,63
-1,303.8,313.1,1309,55.8,193
0,298.5,308.7,1367,47.3,47
-1,298.2,308.8,1362,57.3,28
1,300.8,311.4,1453,44.6,38
0,295.7,306.2,1423,42.5,121
-1,298.0,308.8,1496,44.9,179
-1,300.3,309.6,1537,37.1,187
0,297.6,307.2,1470,42.6,44
-1,300.9,310.2,1382,50.4,131
1,299.1,310.6,1332,48.0,148
0,297.8,308.5,1488,41.9,196
-1,296.8,307.9,1709,28.4,118
-1,300.6,309.3,1409,38.7,115
-1,300.9,309.7,2355,14.4,201
-1,302.3,311.6,1665,34.3,139
-1,301.1,311.3,1622,35.6,34
1,300.2,310.3,1408,42.5,0
-1,301.3,310.8,1628,32.2,43
-1,301.1,311.2,1564,37.0,165
0,298.7,309.7,1629,27.9,136
-1,296.7,307.9,1690,29.6,119
-1,303.5,312.5,1457,46.4,168
0,300.7,309.6,1388,51.1,160
-1,301.4,310.8,1543,36.9,97
-1,300.8,312.0,1496,40.0,175
-1,297.3,308.1,1468,49.8,0
-1,300.6,310.0,1635,31.0,107
0,303.6,312.3,1630,32.4,223
-1,298.4,308.6,1591,36.7,122
-1,301.3,310.1,1558,36.3,184
0,300.3,309.6,1509,46.6,95
1,302.3,310.8,1438,43.8,119
0,298.6,309.6,1525,42.4,2
0,296.9,307.8,1828,24.6,91
-1,297.4,308.3,1854,21.8,24
1,297.0,308.4,1305,54.6,168
-1,299.2,308.5,1442,46.5,11
-1,298.2,308.2,1436,50.2,43
-1,298.3,309.4,1378,52.3,12
1,300.8,311.1,1698,24.8,156
0,297.1,308.1,1352,44.4,0
0,301.6,310.7,1791,23.8,81
-1,301.3,311.1,1624,40.9,0
1,297.8,307.3,1555,35.8,190
0,301.0,312.2,1629,32.6,69
0,304.1,313.3,1725,28.3,177
0,300.5,312.0,1779,27.7,46
0,299.9,310.1,1362,56.3,179
-1,299.4,310.8,1376,53.9,215
-1,298.4,308.7,1588,35.0,99
-1,300.8,312.4,1825,23.8,127
-1,302.2,311.5,1424,45.2,39
0,298.2,309.0,1410,47.6,76
1,296.9,307.5,1397,48.3,22
-1,297.4,309.3,1332,53.2,115
-1,298.5,308.6,1522,36.9,53
0,301.7,309.8,1284,68.2,111
-1,298.4,308.3,1452,48.5,73
-1,300.2,309.8,1526,45.6,175
1,301.5,310.8,1591,29.6,33
-1,303.4,311.8,1306,61.0,215
1,298.9,308.7,1353,48.1,79
1,298.3,309.1,1646,30.2,125
0,299.2,308.8,1700,33.5,185
-1,300.1,311.7,1503,42.6,208
1,301.1,311.3,2207,16.6,43
-1,300.6,310.2,1555,41.9,19
-1,300.3,309.6,1593,38.1,140
0,301.6,310.6,1599,36.1,208
1,297.4,308.8,1324,53.5,169
0,303.9,313.0,1620,36.6,80
-1,297.8,308.9,1282,58.1,108
-1,297.6,308.4,1460,40.3,195
1,298.1,309.9,1686,29.1,60
-1,296.5,307.5,1443,41.8,87
0,301.3,310.1,1525,37.8,199
0,301.2,310.4,1697,30.0,120
-1,302.1,311.2,1417,48.0,13
-1,295.6,306.2,1263,61.8,27
-1,301.5,310.5,1528,35.7,198
-1,299.4,309.3,1391,46.6,185
1,302.1,311.6,1701,26.2,46
0,298.4,310.2,1725,32.0,80
-1,297.8,307.3,1438,44.5,3
-1,299.4,309.1,1432,45.4,137
-1,296.9,308.1,1435,45.3,62
0,301.5,310.8,1452,44.1,157
-1,303.7,312.8,1437,51.3,42
0,296.9,307.6,1685,32.0,10
0,297.4,308.4,1478,46.2,95
-1,299.7,310.9,1384,48.2,188
-1,303.6,312.6,1502,39.5,103
0,300.4,310.3,1537,35.0,33
-1,301.3,310.1,1662,31.0,37
-1,303.5,311.8,1451,45.2,173
-1,299.9,309.2,1436,52.0,107
1,297.0,307.7,1834,23.8,195
0,300.8,311.4,1852,22.2,53
-1,301.7,310.5,1377,43.1,183
-1,300.9,310.4,1427,47.0,65
0,299.0,310.0,1667,30.0,53
-1,301.2,311.0,1612,32.9,129
-1,301.7,310.1,1384,50.5,38
-1,297.4,309.0,1833,22.6,161
-1,298.6,310.0,1334,48.0,42
-1,300.1,311.3,1535,42.3,92
0,302.2,311.7,1584,36.2,63
-1,299.9,309.5,1779,26.1,169
-1,298.6,309.0,1456,47.7,0
-1,302.5,311.0,1548,38.4,188
1,298.6,309.7,1463,39.1,66
0,304.1,313.4,1518,42.4,105
0,298.8,308.6,1486,41.1,13
1,296.4,307.5,1556,38.0,62
-1,298.7,309.7,1510,40.6,162
-1,303.9,313.2,1499,37.4,7
0,299.3,309.1,1385,45.6,34
0,301.8,310.3,1666,32.7,19
-1,297.9,309.1,1521,36.1,15
0,298.6,309.7,1280,64.1,71
0,300.3,309.8,1444,42.0,3
0,300.1,311.4,1575,29.8,210
-1,303.3,311.4,1658,30.5,7
-1,302.3,311.7,1648,32.1,197
0,302.3,311.2,1505,36.7,78
-1,302.4,310.4,1521,38.5,142
-1,302.4,311.2,1404,52.0,57
0,302.2,311.5,1360,53.0,36
-1,298.7,309.8,1394,40.3,11
0,302.0,310.7,2157,17.8,17
-1,300.7,309.7,1507,52.4,163
0,302.3,310.8,1762,27.8,127
-1,298.3,308.0,1363,50.1,96
-1,300.8,310.7,1589,34.3,144
-1,297.4,309.0,1583,32.0,166
0,303.4,312.2,1561,38.2,45
-1,298.9,310.1,2109,18.0,61
0,300.7,309.6,1473,48.1,87
0,301.3,310.4,2093,18.7,190
0,300.2,311.6,1465,41.4,78
0,297.6,309.6,1592,35.8,57
-1,301.9,309.7,1424,42.8,140
-1,297.5,308.9,1427,44.7,135
-1,300.3,309.8,1523,39.2,24
-1,302.3,311.8,1487,43.2,206
-1,298.3,308.5,1416,52.7,151
-1,297.9,309.1,1595,32.0,32
0,298.1,307.9,1303,53.9,52
0,297.5,308.2,2448,13.8,29
0,299.3,310.6,1457,42.1,104
1,300.4,309.6,1571,33.6,126
0,302.0,310.9,1558,45.3,193
-1,302.3,311.0,1446,37.6,75
-1,301.4,311.1,1495,36.3,193
-1,300.9,312.4,1364,52.5,125
-1,300.7,310.8,1925,22.0,74
-1,297.5,308.5,1340,57.4,143
-1,300.5,310.5,1409,60.9,73
0,297.5,308.6,1347,57.0,132
-1,300.0,310.1,1762,28.0,202
0,299.1,308.5,1592,34.2,153
0,300.2,309.9,1569,31.2,176
-1,301.5,310.1,1430,46.5,35
0,300.2,309.8,1394,47.4,21
0,298.2,307.8,1599,31.2,173
-1,297.5,308.3,1435,40.3,197
-1,298.3,308.4,1585,30.6,127
-1,301.9,310.7,1717,26.8,27
-1,297.2,308.1,1712,30.9,204
-1,298.0,308.9,1390,53.9,88
0,304.1,313.2,1410,42.4,155
1,300.9,310.9,1474,35.7,175
-1,302.2,311.1,1447,52.1,174
0,300.6,309.6,1365,50.0,70
0,297.9,307.4,1610,34.6,219
0,301.8,310.0,1781,23.9,198
-1,298.0,307.6,1281,50.8,122
1,295.6,306.1,1256,62.3,142
-1,300.9,310.4,1454,43.1,43
-1,300.0,309.2,1444,43.6,123
0,299.2,308.6,1586,35.7,138
-1,300.9,310.7,1392,44.2,97
-1,302.2,310.6,1334,53.2,159
-1,298.0,308.5,1395,46.2,122
-1,297.5,308.7,1454,45.0,19
-1,298.8,309.1,1513,40.3,160
1,300.0,310.5,1558,36.7,137
1,302.0,309.9,1735,27.2,192
0,300.5,309.7,1341,50.9,137
1,299.1,309.4,1811,24.6,77
0,302.2,310.1,1368,51.6,12
1,301.4,310.5,1421,43.8,182
0,299.9,309.6,1364,44.4,20
-1,301.7,310.7,1493,51.1,87
-1,298.9,310.1,1523,39.1,53
-1,301.3,311.1,1723,27.6,210
1,300.6,310.5,1519,37.0,91
-1,301.1,309.8,1519,39.6,167
-1,302.0,309.9,1407,52.8,154
-1,302.3,311.2,1549,40.6,66
-1,300.3,311.4,1526,38.5,101
0,298.1,308.6,1716,30.7,119
0,300.4,309.6,1675,35.5,164
-1,299.0,308.7,1537,42.8,202
0,302.6,311.7,1430,51.7,32
0,300.1,311.4,1390,52.1,94
0,300.8,311.2,1429,52.3,77
-1,297.4,308.4,1474,43.6,4
1,297.7,309.3,1400,48.9,147
0,298.8,310.3,1573,41.8,91
-1,298.7,309.6,1516,38.5,61
0,300.8,311.1,1583,32.1,116
-1,304.4,313.7,1509,35.0,205
0,300.8,311.4,1732,26.9,45
0,303.4,311.5,1817,24.7,125
0,300.7,311.8,1407,42.4,224
0,297.7,309.0,1656,33.2,20
0,297.5,308.5,1484,44.7,40
0,302.5,311.9,1340,59.4,60
-1,303.6,312.5,1710,31.4,180
-1,300.4,309.7,1384,45.1,159
0,298.0,308.7,1479,58.5,176
-1,300.5,309.8,1461,52.5,146
-1,296.8,307.6,1338,44.4,128
-1,297.9,307.6,1503,40.7,124
1,302.5,310.4,1422,41.9,156
0,303.5,312.3,1532,41.7,32
-1,302.0,310.0,1832,22.9,178
-1,298.1,308.1,1791,27.3,63
-1,301.2,310.3,1497,45.7,76
-1,301.8,310.9,1449,36.5,33
-1,297.5,308.6,1536,39.0,202
0,302.3,311.2,1454,43.8,112
-1,300.9,310.8,1729,30.2,53
-1,297.8,307.9,1447,48.6,46
-1,297.2,308.3,1379,52.1,21
-1,298.8,310.2,1461,46.7,105
-1,298.0,309.1,1820,23.6,120
-1,302.3,311.5,1448,49.6,28
-1,301.9,310.8,1567,39.3,9
1,301.0,312.2,1489,40.3,117
0,298.9,309.0,1812,25.9,174
-1,298.4,310.1,1533,35.2,92
-1,302.4,310.2,1331,45.5,53
-1,298.1,307.8,1432,49.8,198
1,299.4,308.9,1762,29.3,91
1,298.7,309.6,1654,34.3,136
-1,299.5,309.9,1402,51.7,58
0,300.6,311.4,1468,40.4,55
0,301.1,310.2,1850,27.7,44
-1,299.6,310.1,1487,42.9,42
-1,298.9,308.9,1422,47.6,15
1,300.7,311.0,1981,19.9,99
-1,298.7,309.8,1546,40.9,109
0,299.4,308.6,1541,39.1,109
-1,300.7,309.6,1733,24.8,85
-1,302.2,310.1,1458,45.1,15
-1,297.7,309.0,1538,43.2,30
-1,302.5,310.3,1549,40.9,170
-1,297.4,308.4,2151,17.7,0
0,303.7,312.6,1671,30.5,163
0,297.2,308.4,1378,41.9,97
0,299.5,309.0,1701,28.6,98
1,299.3,308.6,1520,41.4,67
0,300.0,311.3,1629,32.1,55
1,298.8,310.3,1708,27.1,78
-1,301.0,310.5,1408,47.0,202
-1,302.6,311.6,1638,29.6,160
1,298.1,308.5,1392,44.8,111
1,299.9,309.5,1547,38.5,148
-1,298.4,309.1,1579,36.1,123
-1,298.0,308.5,1429,37.7,220
-1,297.3,308.3,2358,14.9,49
0,299.5,310.1,1359,61.1,67
-1,297.9,307.8,1665,33.9,102
-1,298.9,308.5,1742,34.5,117
-1,298.6,309.7,1925,22.1,7
-1,300.7,310.8,1754,27.7,84
1,300.3,309.7,1582,30.8,144
1,299.2,308.5,1342,47.5,147
-1,302.4,310.4,1666,29.7,125
1,300.7,309.6,1925,20.5,9
0,298.0,308.1,1403,44.8,148
0,302.2,311.5,1479,39.5,36
-1,297.4,308.5,1496,36.4,126
-1,303.6,312.6,1540,39.8,21
0,298.0,307.6,1459,44.4,163
0,297.9,307.5,1642,32.4,126
-1,302.0,310.6,1392,50.0,84
-1,297.4,308.4,1341,52.2,49
1,303.0,311.2,1503,37.0,152
-1,303.2,311.2,1404,50.9,31
0,300.8,310.6,1505,36.2,0
-1,301.8,310.6,1395,50.5,131
-1,297.4,308.8,1538,41.2,126
0,302.5,310.4,1451,53.6,194
0,302.2,311.6,1386,50.5,69
-1,300.3,311.7,1821,26.3,202
0,300.5,309.8,1370,55.9,143
0,300.0,311.4,1537,35.4,120
-1,297.7,308.9,1516,33.7,92
-1,299.4,308.7,1381,56.7,102
-1,301.2,311.0,1761,29.1,195
-1,301.9,310.3,1485,46.3,24
-1,302.8,312.2,1433,50.0,216
-1,297.4,308.3,1412,42.0,111
-1,300.3,310.3,2158,16.8,32
-1,297.9,309.0,1450,46.8,118
-1,298.9,308.6,1522,46.4,2
-1,299.0,310.4,1365,49.1,226
-1,301.6,310.6,1431,37.5,137
0,298.9,310.4,1533,44.4,24
1,302.6,310.3,1721,27.4,79
-1,300.7,311.1,1426,46.2,97
0,298.2,309.0,1353,50.3,150
-1,298.3,308.0,1442,47.3,65
-1,300.1,309.2,1599,30.1,216
0,298.8,309.6,1692,31.9,167
-1,304.2,313.4,1568,37.6,25
-1,297.6,309.4,1326,49.8,199
-1,300.5,311.5,1487,43.0,78
0,297.3,308.3,1697,27.4,121
0,301.4,311.0,1486,36.5,91
-1,301.7,310.7,1605,33.3,220
1,300.7,309.6,1390,48.5,7
-1,300.5,311.5,1499,37.6,73
-1,301.8,310.8,1383,46.4,37
-1,300.2,309.9,1566,36.4,170
-1,300.6,309.4,2496,13.5,111
0,297.6,308.5,1552,40.9,90
1,296.4,307.4,1586,35.5,0
0,300.8,310.3,1270,61.0,54
-1,302.5,310.4,1415,48.2,117
-1,301.8,311.0,1529,41.6,12
-1,302.3,310.8,1650,32.4,26
0,303.4,312.7,1399,48.4,34
-1,301.7,309.9,1317,49.0,187
1,299.8,309.3,1595,32.1,183
-1,301.1,312.3,1587,34.5,115
0,301.8,311.0,1393,49.5,168
-1,301.2,310.6,1437,51.2,112
-1,298.6,309.5,1450,44.2,63
-1,298.4,309.0,1474,52.7,95
-1,301.9,310.4,1603,37.6,69
1,297.9,308.9,1416,39.6,45
-1,297.8,308.5,1448,40.0,192
0,298.9,308.6,1469,34.2,93
0,296.1,307.1,1485,36.0,169
-1,298.1,309.4,1397,48.2,63
-1,296.8,307.6,1513,40.0,130
0,300.4,309.7,1440,42.8,104
0,300.4,311.6,1401,49.9,79
1,297.7,308.4,1738,27.7,96
-1,297.2,308.5,2182,16.5,127
0,300.2,309.4,1501,40.0,48
-1,300.5,312.0,1415,44.6,23
1,299.7,309.2,1554,41.6,62
-1,298.8,308.6,1872,22.5,82
-1,303.8,313.0,1452,38.6,72
-1,300.9,310.4,1536,34.2,45
-1,297.0,307.7,1731,28.5,186
-1,299.4,308.6,1415,56.4,175
0,298.7,309.4,1375,48.3,157
-1,300.6,310.4,2514,13.4,215
-1,297.7,308.7,1731,28.4,104
-1,300.2,310.2,1600,31.5,23
-1,299.6,309.1,1407,50.6,85
0,301.1,310.6,1310,48.8,103
-1,302.4,311.1,1905,20.9,77
-1,297.1,308.1,1754,30.3,206
0,301.3,310.0,1696,32.4,202
-1,303.5,313.0,1482,38.5,82
-1,299.1,310.4,1450,40.9,85
0,302.7,311.8,1728,30.0,12
-1,300.9,310.7,1517,41.7,210
-1,301.0,311.2,1467,45.4,36
-1,299.9,310.0,1402,44.7,204
-1,303.6,312.5,1345,54.1,126
-1,300.3,311.8,1567,37.7,180
0,299.4,309.9,1567,40.6,87
0,301.6,310.7,1457,47.8,7
-1,303.7,312.3,1375,46.2,98
0,301.9,310.7,1472,47.0,73
-1,299.0,310.2,1575,37.8,42
-1,300.4,309.7,1488,35.7,177
-1,297.5,308.4,1440,35.9,13
-1,297.2,308.6,1500,37.1,161
0,298.2,308.9,1408,38.8,20
-1,299.2,308.8,1405,51.4,183
-1,299.1,310.4,1428,46.9,87
0,302.3,310.1,1731,33.4,112
-1,302.4,311.9,1452,43.1,137
-1,298.6,309.3,1449,46.5,26
-1,302.4,312.0,1508,36.9,5
1,296.6,307.4,1406,41.5,189
0,298.5,308.7,1662,28.3,15
-1,300.1,311.3,1676,30.3,151
-1,297.1,308.2,1351,56.6,126
-1,298.5,309.8,1468,40.9,157
-1,301.6,310.4,1599,41.7,116
0,298.3,308.9,1390,49.7,23
0,299.9,309.2,1574,36.5,177
-1,297.5,308.5,1448,54.3,83
-1,298.2,307.6,1369,54.5,82
0,297.5,308.2,1713,32.2,17
-1,301.3,310.6,1556,39.0,72
-1,300.5,310.3,1336,57.1,29
0,304.0,313.3,1415,52.8,82
-1,300.4,312.0,1631,34.9,115
0,303.8,312.6,1684,29.3,167
-1,297.6,309.4,1628,33.4,229
-1,301.4,310.7,1568,35.2,23
-1,299.7,309.3,1592,34.2,8
-1,301.7,310.5,1399,53.2,174
0,298.8,309.1,1559,34.7,95
-1,299.1,309.4,1439,44.2,82
0,299.8,310.0,1397,48.1,164
-1,302.8,310.8,1402,50.5,30
0,299.5,309.2,1590,35.9,22
1,300.3,311.6,1339,53.4,123
-1,297.8,308.8,1621,36.1,68
-1,295.6,306.1,1389,46.2,113
0,297.5,308.1,1334,72.0,151
-1,301.7,310.8,1385,50.7,133
0,297.7,308.2,1370,53.4,162
-1,301.8,310.9,1521,39.3,197
0,302.4,310.2,1485,45.9,50
0,298.7,309.6,1382,48.1,186
-1,303.2,312.4,1663,33.7,71
-1,302.4,311.4,1564,35.0,122
-1,298.6,309.4,1440,48.2,136
-1,300.8,310.6,1666,36.2,144
0,298.1,308.0,1374,48.8,156
-1,303.7,312.8,1543,38.3,61
-1,298.4,308.6,1569,34.4,160
-1,297.4,308.3,1632,33.5,39
-1,302.6,310.4,1365,66.8,80
-1,298.0,308.3,1544,34.7,213
-1,297.1,307.8,1454,50.6,94
1,301.3,310.1,1455,44.1,188
-1,298.9,310.1,1341,54.5,51
-1,302.9,312.3,1530,34.9,185
-1,299.7,309.4,1445,42.9,55
0,301.3,310.8,1372,54.2,49
-1,303.7,312.3,1922,23.1,193
-1,300.5,311.6,1534,37.7,90
0,299.0,309.7,1489,40.7,212
1,297.0,308.1,2540,13.3,98
0,297.3,308.3,1657,31.1,8
0,297.4,308.8,1573,33.9,123
-1,298.2,307.8,1749,26.1,66
-1,297.0,307.9,1436,47.7,191
0,299.1,308.6,1491,38.5,166
-1,298.1,308.0,1426,46.0,61
-1,298.2,308.1,1462,50.8,27
-1,302.3,311.5,1507,37.5,55
-1,303.3,311.8,1315,62.0,42
-1,300.0,309.1,1489,40.3,7
0,300.3,311.9,1429,41.6,184
0,299.6,310.1,1646,29.6,73
-1,300.3,311.7,1707,33.6,158
-1,298.1,308.2,1521,39.3,151
-1,298.4,308.2,1618,33.0,61
-1,296.6,307.5,1485,42.7,204
0,298.2,308.8,1626,40.4,20
-1,302.7,312.2,1376,52.8,164
1,295.7,306.2,1458,49.8,151
-1,301.4,311.0,1634,32.6,155
-1,299.0,310.2,1412,44.1,246
0,303.9,313.2,1608,40.6,79
-1,298.4,308.9,1638,32.4,109
-1,299.5,309.3,1462,46.7,7
0,301.0,311.2,1394,41.3,16
-1,302.3,311.4,1434,40.3,133
0,300.6,311.6,1630,31.8,52
-1,300.9,310.7,1477,43.2,143
0,300.7,310.6,1778,27.1,215
1,300.8,311.9,1431,48.5,25
-1,299.2,310.7,1737,27.0,225
1,302.3,310.9,1366,48.4,130
-1,299.9,309.5,1772,23.5,167
-1,302.4,310.2,1578,31.2,139
0,300.5,309.9,1552,41.3,116
0,304.3,313.4,1482,43.8,41
1,301.0,310.0,1212,67.9,30
1,300.8,311.2,1612,32.5,143
0,300.9,311.0,1567,34.3,130
-1,299.4,309.0,1507,41.0,213
1,297.3,308.5,1435,55.0,104
0,302.3,311.2,1507,47.7,70
-1,301.9,310.7,1429,51.0,76
-1,297.5,308.5,1306,50.7,38
1,299.9,309.2,1525,33.2,0
-1,297.5,309.4,1650,34.6,142
-1,300.3,311.6,1374,47.4,197
-1,302.1,310.1,1447,46.6,169
0,298.8,309.8,1534,37.0,47
1,297.8,309.4,1445,48.2,10
-1,298.4,308.1,1367,57.8,92
1,296.8,308.1,1492,43.7,222
-1,298.4,309.6,1655,30.2,146
0,302.0,310.9,1352,55.5,59
-1,303.9,313.0,1403,48.3,10
-1,302.3,311.0,1591,32.7,171
-1,299.3,309.0,1491,38.4,115
1,301.0,311.0,1640,37.6,118
-1,300.7,311.2,1399,47.9,80
0,297.6,309.3,1464,46.2,218
0,301.3,310.9,1512,36.9,159
-1,301.0,310.5,1601,33.2,77
-1,298.3,308.9,1379,54.7,91
0,300.9,311.2,1472,40.0,93
1,296.9,308.0,1416,46.9,105
-1,297.4,308.5,1462,42.8,68
0,297.6,308.9,1433,43.2,206
-1,301.5,310.7,1466,43.6,56
0,297.6,308.6,1254,45.8,31
-1,298.6,309.8,1544,30.2,113
0,297.2,308.3,1431,43.7,46
-1,298.2,308.8,1345,44.3,37
-1,298.3,308.0,1242,62.0,98
1,301.7,310.5,1388,50.5,176
0,301.6,310.8,1664,32.0,58
-1,297.6,309.3,1610,35.0,6
-1,300.1,311.4,1910,23.0,153
-1,297.6,309.3,1543,34.3,8
-1,299.6,311.0,1552,33.2,139
0,298.6,309.7,1314,49.7,136
-1,302.7,312.4,1954,24.8,13
-1,300.9,310.7,1509,37.5,12
1,298.6,308.2,1555,36.8,36
-1,299.6,311.1,1679,30.7,129
-1,298.5,308.8,1305,58.7,26
-1,296.8,307.7,1565,40.1,89
-1,300.7,310.2,1642,32.6,26
0,300.7,310.5,1863,22.2,111
0,300.3,309.1,1458,44.3,175
-1,298.4,309.3,1409,43.1,166
-1,297.3,308.7,1556,36.7,114
-1,297.9,308.6,1468,36.0,168
-1,296.8,308.1,1289,62.0,199
0,301.7,310.5,1625,35.9,121
-1,296.8,307.9,1420,45.4,70
-1,299.0,308.6,1378,47.8,163
-1,298.6,309.3,1677,31.2,180
-1,299.5,309.3,1523,41.5,181
-1,303.4,312.8,1513,35.8,92
0,300.8,312.0,1274,67.3,159
0,299.5,309.1,1420,49.5,5
0,299.9,310.4,1367,53.3,201
-1,299.3,310.9,1669,32.4,5
-1,297.5,308.3,2564,12.8,127
-1,300.2,310.0,1493,47.3,172
1,298.7,309.8,1582,33.4,121
-1,298.0,307.7,1387,50.8,204
1,297.7,309.7,1616,31.1,20
1,302.2,311.1,1553,34.1,89
0,301.9,310.4,1373,48.0,73
0,298.2,308.0,1577,35.9,151
-1,299.4,310.6,1418,53.1,10
-1,297.8,307.4,1418,41.2,155
-1,298.1,308.1,1410,45.8,71
-1,301.3,310.5,1337,52.7,106
-1,300.4,311.2,1530,32.0,169
-1,298.6,309.6,1386,48.6,25
-1,297.4,308.2,1533,37.4,115
0,297.9,307.6,1202,67.0,129
-1,302.3,311.5,1530,37.8,57
-1,300.9,310.5,1599,40.5,57
-1,300.3,311.7,1579,33.6,59
-1,302.5,310.5,1436,36.5,43
0,304.4,313.6,1510,38.9,199
0,298.7,310.1,1506,50.7,53
0,298.5,309.5,1366,61.9,130
-1,301.6,310.9,1559,40.2,191
0,301.3,311.0,1641,33.0,145
1,300.6,309.4,1463,49.2,235
-1,297.2,307.9,1825,24.6,142
0,298.6,309.5,1684,27.8,44
0,301.5,310.4,1276,55.6,158
-1,301.9,310.6,1610,33.4,87
0,301.1,310.9,1552,37.9,126
-1,301.5,310.1,1639,33.4,47
0,303.6,312.3,1698,31.3,100
-1,299.8,309.6,1374,51.6,137
1,300.1,311.4,1377,56.7,50
-1,302.0,311.0,1420,45.9,144
-1,296.5,307.6,1415,44.2,106
0,301.0,310.9,1765,24.2,179
0,298.4,309.2,1399,45.2,125
-1,300.1,311.5,1549,34.7,189
0,299.0,308.9,1449,39.6,105
-1,301.8,310.8,1505,41.2,33
0,303.8,312.7,1488,41.3,175
-1,298.3,308.9,1708,28.0,42
0,298.1,307.7,1419,47.4,142
-1,301.1,310.1,1489,45.8,42
0,299.3,309.1,1600,35.3,52
-1,298.0,308.7,1462,48.2,204
0,297.3,308.8,1447,57.4,134
-1,297.7,309.2,1391,44.5,159
0,298.4,308.2,1610,35.0,24
1,302.0,310.5,1459,43.2,148
-1,298.0,308.2,1348,58.8,202
0,300.1,309.7,1348,57.3,48
-1,300.7,311.2,1457,51.4,61
-1,299.8,309.2,1491,47.5,216
-1,301.1,311.2,1910,20.2,41
-1,297.4,308.8,1462,49.7,132
0,299.4,309.3,1485,47.1,209
-1,302.0,310.6,1325,55.3,192
-1,299.6,310.9,1487,42.5,164
-1,301.2,310.9,1467,37.1,153
-1,302.6,312.1,1344,51.0,206
0,303.7,312.4,1474,38.8,139
-1,304.2,313.2,1464,44.9,37
-1,301.3,311.2,1457,44.5,14
1,303.6,312.6,1498,40.2,155
0,298.2,309.0,1446,45.8,80
0,303.4,311.6,1425,45.4,184
0,300.9,310.7,1485,41.0,181
0,299.6,310.8,1603,35.4,202
0,298.7,309.5,1500,38.8,116
-1,301.9,310.5,1477,42.4,128
0,297.9,309.6,1515,38.8,124
1,298.0,309.4,1490,40.5,53
-1,300.2,309.5,1495,32.6,49
-1,300.4,311.8,1405,47.9,58
-1,302.7,311.8,1461,46.1,10
-1,301.9,310.9,1542,36.7,101
0,298.4,309.1,1467,39.6,78
-1,297.8,308.5,1699,27.8,199
-1,299.1,308.3,1305,61.4,17
-1,302.2,311.3,1602,32.8,120
-1,300.9,311.1,1417,40.7,24
-1,301.9,310.7,1480,47.1,68
-1,299.2,308.4,1667,29.0,199
-1,298.5,309.7,1634,37.8,78
-1,299.1,310.3,1619,31.1,242
0,300.9,310.9,1727,30.1,102
0,296.0,306.7,2044,22.3,48
-1,298.5,309.5,1548,44.5,132
0,302.6,312.1,2000,21.9,200
